标题,总价（万）,单价,小区,区域,房间数,大小,朝向,建造时间,标签
正祥尊园 商品房 购物方便 中间楼层采光好 出行方便 装修好,278,33310,正祥尊园,台江,3,83.46,南北,2006,"['南北', '房东直卖', '满二年', '近地铁']"
这套不看看哪套洪湾地铁旁 精装三房 中庚国际华府,405,34040,中庚国际华府,仓山,3,118.98,南北,2009,"['南北', '满五年', '近地铁']"
国贸凤凰原 精装修 3室2厅 南北通透,216,23176,国贸凤凰原,仓山,3,93.2,南北,2020,"['南北', '满二年', '近地铁', '车位充足']"
降价了！真正的精装现房，所见即所得，奥体中心高端社区，,208,23464,奥体金茂悦,仓山,3,88.65,南北,2020,"['南北', '满二年', '次新房']"
温泉公园旁，六一路，龙湖盛天天钜，端头户三房，纯毛坯，低总价,330,31495,龙湖盛天天钜,晋安,3,104.78,东南,2020,"['东南', '满五年', '近地铁', '次新房']"
万达爱情海旁，现代轻奢精装三房两卫，电梯高层，南北好视野,325,32112,杉林华府,仓山,3,101.21,南北,2018,"['南北', '满二年', '近地铁', '次新房']"
",房主急售 花园社区 霞镜新城四区 80平高层毛坯",168,21000,霞镜新城四区,仓山,3,80,南北,2020,"['南北', '有电梯', '近地铁', '次新房']"
温泉小 馨泉公寓 三房两厅 采光好 商品房社区,340,33664,馨泉公寓,鼓楼,3,101,南,2000,"['南', '满二年', '近地铁']"
新报急售！！近距离温泉小 非常好楼层 层高3.15米 光线好,398,42907,福圆花园,鼓楼,3,92.76,南北,1999,"['南北', '满二年', '近地铁']"
福新中路晋安区委 晋五小边 海关小区 电梯 居家三房,185.9,20858,海关宿舍(晋安),晋安,3,89.12,南北,1997,"['南北', '满五年', '近地铁']"
井大小，框架3房，南北通透，下楼就是地铁口，光复新村,280,32184,光复新村,鼓楼,3,87,南,2000,"['南', 'VIP房东直卖', '满二年', '近地铁']"
金山 星海湾 大三房 业主急售 全明户型 南北通透 地铁口,335,36919,星海湾,仓山,3,90.74,南北,2020,"['南北', '满二年', '近地铁', '次新房']"
电梯房 3室2厅 南北通透 榕心映月 房东急置换 诚意买房,310,32009,榕心映月,仓山,3,96.85,南北,2022,"['南北', '有电梯', '近地铁', '车位充足']"
金山小 紫竹苑 金山大道旁 居家3楼,315,30583,紫竹苑,仓山,3,103,南北,2002,"['南北', '满二年', '近地铁']"
房东壮中央空调诚意出售端头好房子啊,238,22264,上渡新苑二区,仓山,3,106.9,东南,2005,"['东南', '满二年']"
南二环，近中骏.白湖亭商圈，3房2卫，户型方正，采光好,219,24766,国贸凤凰原,仓山,3,88.43,南,2020,"['南', '满二年', '近地铁', '车位充足']"
东二环泰禾旁，保利香槟国际，总价低，三期精装三房，随时看房,258,29212,保利香槟国际,晋安,3,88.32,南北,2017,"['南北', '满二年', '近地铁']"
苍霞新城嘉兴苑 3室2厅 精装,198,24355,苍霞新城嘉兴苑,台江,3,81.3,南北,2003,"['南北', '近地铁']"
家门口是地铁，万科品质，电梯高层，精装三房，厅带阳台，视野好,235,22381,茶园新苑,晋安,3,105,南北,2018,"['南北', '满二年', '近地铁', '次新房']"
浦上大道金辉天鹅湾精装修高层品质社区,285,24063,金辉天鹅湾,仓山,3,118.44,南北,2010,"['南北', '满二年', '近地铁', '绿化率高']"
新！市府对面，接送乌山小，框架3房，东端头亮厅户型，中间楼层,275,24123,乌山路市人防办单位宿舍,鼓楼,3,114,南,2000,"['南', '满二年', '近地铁']"
西班牙南北两房 楼层，双阳台,178,21359,融信西班牙,仓山,2,83.34,南北,2008,"['南北', '满五年', '近地铁', '绿化率高']"
省直机关宿舍，社区改造，停车方便，刚需两房，装修清楚，可拎包,178,20579,省直机关湖前住宅区,鼓楼,2,86.5,南北,1998,"['南北', '满五年']"
林则徐小 杨桥中 仓前街新村 景观改造 大四房,397,34186,仓前街新村,鼓楼,3,116.13,西南,1998,"['西南', '房东直卖', '满二年', '近地铁']"
有房产证交易丨可按揭丨零公摊 电梯高层,210,23572,城投鹤鸾郡,晋安,3,89.09,南北,2022,"['南北', '有电梯', '近地铁', '车位充足']"
三盛国际公园香缇时光二期 电梯高层 3房2厅2卫 小区超漂亮,252,21539,三盛国际公园香缇时光二期,晋安,3,117,南北,2019,"['南北', '满二年', '近地铁', '次新房']"
奥体板块 出门就是地铁口 全新社区 精装3房 高层,200,22132,融侨阳光城方圆,仓山,3,90.37,东南,2020,"['东南', '满五年', '近地铁', '车位充足']"
地铁口别墅社区三房两卫 精装修复试楼,236,21356,泰禾福州院子,仓山,3,110.51,南北,2018,"['南北', '满二年', '近地铁', '次新房']"
中国银行宿舍 临地铁 超低密度 近医院 西南朝向 小三房,320,32324,中国银行宿舍,鼓楼,3,99,西南,1999,"['西南', '满二年', '近地铁']"
河南新村，户型方正两房朝南，端头，采光充足。,143,20947,河南新村,鼓楼,2,68.27,西南,1998,"['西南', '满五年', '近地铁', '人气热搜']"
2.4号双地铁口 盛天现代城 精装三房 9成新 生活便利,228,23562,盛天现代城,晋安,3,96.77,南北,2005,"['南北', '满五年', '近地铁']"
低于市场价，烫金地段，近台江万达 世欧商圈，户型方正，南北通,215,24530,阳光城檀境,台江,3,87.65,南北,2021,"['南北', '有电梯', '近地铁', '次新房']"
地.铁口 天空之城 精装3房 电梯高层 拎包即住,175,23633,天空之城,晋安,3,74.05,西北,2021,"['西北', '房东直卖', '有电梯', '近地铁']"
交通便利 高楼层视野无遮挡 满五 商品住宅 双卫生间,368,31187,世欧彼岸城A区,仓山,3,118,南北,2010,"['南北', '满二年', '近地铁', '车位充足']"
省体中心恒力博纳广场附近，东南朝向，全明结构，宜居楼层，钱塘,225,22934,福泉花园,鼓楼,3,98.11,南北,2003,"['南北', '满二年', '车位充足']"
新店 仅次万科 花园式社区 高层电梯端头 标准3房 看房有锁,215,20301,福晟钱隆御景,晋安,3,105.91,西南,2011,"['西南', '满二年']"
金辉东景 豪华装修 三房两厅两卫,242,24905,金辉东景,晋安,3,97.17,南北,2006,"['南北', '满二年', '近地铁']"
鼓楼左海，铜盘五凤，2011年社区，电梯高层，两房，厅带阳台,133,21376,丞相坊小区,鼓楼,2,62.22,南,2011,"['南', '满二年', '多人关注']"
东泰禾，保利香槟，独门独户，精装单身公寓，厅卧分离！,155,33784,保利香槟国际,晋安,1,45.88,南,2018,"['南', '满二年', '近地铁', '次新房']"
"鼓楼乌山路 融侨小,市教院附中 2010年电梯 精装3房",215.8,23205,凤湖新城三区,鼓楼,3,93,南北,2010,"['南北', '满五年', '近地铁']"
万达爱琴海对面，海润尊品，低总价大三房，居家精装，公摊低,275,24572,海润尊品,仓山,3,111.92,南北,2013,"['南北', '满五年', '近地铁']"
金闽小区 金山中 端头户型3房 三面采光 视野开阔,230,21326,金闽小区二区东区,仓山,3,107.85,南北,2005,"['南北', '满五年', '近地铁']"
华林御景(鼓楼) 商业配套齐全 出行方便 满五 配套齐全,318,23455,华林御景(鼓楼),鼓楼,3,135.58,东南,2000,"['东南', '满五年', '近地铁', '车位充足']"
宝龙苏宁旁 出门地铁口 02年贴砖社区 南北通透 楼层,215,20785,嘉福小区,台江,3,103.44,南北,2003,"['南北', '满二年', '近地铁']"
万科金域榕郡 南北通透 商圈成熟 双卫生间 电梯房,251,24329,万科金域榕郡,晋安,3,103.17,南北,2012,"['南北', '满二年']"
南二环边，南向采光好，三房户型，出行方便，来电享员工内部价！,177.9,20066,国贸凤凰原,仓山,3,88.66,南北,2020,"['南北', '满二年', '近地铁', '车位充足']"
美林湾！电梯中高层！精装修大三房，花园社区，金山核心地段！,315,24724,美林湾(东区),仓山,3,127.41,南北,2007,"['南北', '满五年', '近地铁', '车位充足']"
万科广场西洋地铁站 医科大附近 电梯3房 高层 视野采光好,199,22213,上海新苑,台江,3,89.59,南北,2013,"['南北', '有电梯', '近地铁']"
全明户型 世欧广场旁 次卧带阳台 交通便利,170,22667,世欧王庄一区,晋安,2,75,西南,2015,"['西南', '满五年', '近地铁']"
仓一晓，海通广场旁，电梯两房，商品房，拎包即住,178,20460,怡美嘉园二期,仓山,2,87,南,2005,"['南', '满二年', '近地铁']"
南二环现房！纯商89大三房！全明户型南北通透！,210,24130,水晶榕著,仓山,3,87.03,南北,2021,"['南北', '唯一住房', '车位充足']"
斗门茶园 龙湖盛天香缇郡四区三房350万,350,33922,龙湖盛天天钜,晋安,3,103.18,南北,2020,"['南北', '唯一住房', '近地铁', '次新房']"
中山小 框架端头3房 单位宿舍,330,43422,省二人民医院单位宿舍,鼓楼,3,76,东南,1996,"['东南', '满二年', '近地铁']"
花园社区 湖前兰庭 精装三室两厅 诚意出售,199,23073,湖前兰庭,鼓楼,3,86.25,西南,2000,"['西南', '满五年']"
火车南站 交通便捷 刚需小三居 商品房 精装修 板楼 近地铁,235,21521,泰禾福州院子,仓山,3,109.2,南北,2017,"['南北', '满二年', '近地铁']"
价格可谈 会展中心 地铁口 纯商品房 南北通透 中发印象外滩,228,20018,中发印象外滩,仓山,3,113.9,南北,2020,"['南北', '满二年', '近地铁', '次新房']"
南北通透 交通便利 小三居 近地铁 精装好房,196,21744,汇诚雅园,晋安,3,90.14,南北,2015,"['南北', '满五年', '近地铁']"
急卖电梯高层，单位房，龙湖香缇郡旁，出门温泉金鸡山，中心地段,215,21239,福州公安公寓,晋安,3,101.23,南北,2000,"['南北', '满二年', '近地铁']"
8米长大阳台电梯3房可看江随时看房全明户型融侨小苏宁对面,195,20968,凤湖新城一区,鼓楼,3,93,南北,2011,"['南北', '近地铁']"
新出泰禾二期高层 ！ 看江！ 视野采光多很好！三房两厅两卫！,198,22500,泰禾红誉二期,长乐,3,88,南,2016,"['南', '满二年', '近地铁']"
鼓楼区融侨小免接送低于市场价30万急售随时看房端头厅带阳台,218,23192,凤湖新城三区,鼓楼,3,94,南北,2013,"['南北', '近地铁']"
中海寰宇天下 自住精装两房，拎包入住，二号线地铁850米。,148,20120,中海寰宇天下,闽侯,2,73.56,南北,2017,"['南北', '满二年', '近地铁']"
万象宝龙 北江滨，拎包入住 近医院 临地铁，宁化小华侨中,218,23854,福机新苑二区,台江,3,91.39,南北,2015,"['南北', '满二年', '近地铁']"
泰禾红树林！业主精致装修三房 全江景视野 户型方正全明,249,21319,泰禾红树林(1期),仓山,3,116.8,南北,2011,"['南北', '满五年', '车位充足']"
金山大道，融信第 一城四期宽域 ，独梯独户，精装3房，高层,283,22878,融信宽域,仓山,3,123.7,南北,2011,"['南北', '满五年', '近地铁']"
华林火车站地跌口 2021年社区电梯高层 东端头全明三房两卫,225,21251,华林新苑,晋安,3,105.88,南北,2020,"['南北', '满二年', '近地铁', '次新房']"
碧桂园融侨物业，次新电话房，装修清楚,163,22728,碧桂园融侨时代城,晋安,2,71.72,南,2018,"['南', '满二年', '近地铁', '次新房']"
白马路 万宝商圈 宁化地铁口 13年电梯高层 居家两房,175,23576,上海新苑,台江,2,74.23,东南,2013,"['东南', '满二年', '近地铁']"
桥南 市二医院旁 居家户型 临近地铁 门口江滨 诚意出售,238,22848,太平洋城,仓山,3,104.17,南,2004,"['南', '满二年', '近地铁']"
精装修，电梯高层三房，视野好，鸿城小区，有使用权车位,248,21947,鸿城小区1期,仓山,3,113,南北,2000,"['南北', '近地铁']"
融侨小旁，山头角新村大三房中间楼层南北通透毛坯低价出售,203,20715,西河山头角新村,鼓楼,3,98,南北,1998,"['南北', '满五年', '近地铁']"
电梯中高层，五里亭旁，商品房，全明三房,280,32159,宏发御榕府,晋安,3,87.07,南北,2021,"['南北', '有电梯', '近地铁', '车位充足']"
新出 福马路紫阳地铁口晋安河公园旁天城小区05年贴砖通透三房,198,21462,天城小区,晋安,3,92.26,南北,2005,"['南北', '满五年', '近地铁']"
富贵天成 简单装修 南北通透 90平 诚心出售 价格可议,209,23194,富贵天成,仓山,3,90.11,南北,2006,"['南北', '满二年', '近地铁']"
天怡花园商品房， 西峰小，框架大三房，外墙马赛克,339,33900,天怡花园,鼓楼,3,100,南北,1995,"['南北', '满二年', '近地铁']"
中海寰宇天下新出沿江一排中高楼层三期总价低南北通透看房方便,189,21236,中海寰宇天下,闽侯,3,89,南北,2016,"['南北', '满二年', '近地铁']"
花园式社区 电梯高层 南北通透 户型方正 满两年,285,24366,三盛国际公园长岛区,晋安,3,116.97,南北,2013,"['南北', '满二年', '近地铁', '绿化率高']"
接送仓山万达B1区，电梯，精装修三房，满二，端头,252,21824,仓山万达广场B1区,仓山,3,115.47,南北,2012,"['南北', '唯一住房', '近地铁']"
象园升兴公寓 3室2厅 中装,199,23308,象园升兴公寓,晋安,3,85.38,南北,2000,"['南北', '近地铁']"
台三小福 ， 宿舍东南西北全明大3房，拎包入住接送方便,260,24216,八中教工楼单位宿舍,台江,3,107.37,南北,1998,"['南北', '满五年', '近地铁']"
万达旁 中庚城三期 满2年 拎包入住,290,30878,中庚城三期上峰,仓山,3,93.92,南北,2010,"['南北', '满五年', '近地铁']"
六一路17年社区新港苑 3室2厅 精装,259,24667,新港苑,台江,3,105,南北,2016,"['南北', '近地铁', '多人关注']"
美林湾！金山公园 品质社区 3房户型方正,265,20795,美林湾(西区),仓山,3,127.44,南北,2009,"['南北', '满二年', '近地铁', '车位充足']"
业主急抛售 保利香槟国际 三房朝南 临家门口地铁站 泰禾广场,270,29645,保利香槟国际,晋安,3,91.08,南,2016,"['南', '唯一住房', '近地铁']"
美式风格 三盛品质社区 佰米地铁站 电梯高层 一梯一户,308,24148,三盛国际公园上东区,晋安,3,127.55,南北,2014,"['南北', '满二年', '近地铁']"
地铁旁 三盛国际长岛区 电梯高层 精装50万拎包即住 诚意卖,335,24653,三盛国际公园长岛区,晋安,3,135.89,南北,2013,"['南北', '满二年', '近地铁', '绿化率高']"
上藤地铁口商品房，好江南，性价比三房,215,22223,埔顶小区好江南,仓山,3,96.75,南北,2005,"['南北', '满五年', '近地铁']"
香开新城 高层 简单装修 东端头视野开阔 前后无遮挡 看晋湖,348,30675,香开新城,晋安,3,113.45,南,2014,"['南', '满二年', '近地铁']"
东泰禾 香开新城三房378万,378,32722,香开新城,晋安,3,115.52,南,2014,"['南', '满五年', '近地铁']"
中庚香山春天 电梯高层 标准2房 做2卫 随时看房 总价低,169,23340,中庚香山春天,晋安,2,72.41,南北,2005,"['南北', '满二年', '近地铁', '车位充足']"
上海新苑 电梯房 购物方便 产权清晰 板楼 居住密度低,168,22400,上海新苑,台江,2,75,南北,2013,"['南北', '满二年', '近地铁']"
三FU小门口高性价比房单价两万三多还带装修,276,23384,金山桔园龙苑(C区),仓山,3,118.03,南北,2009,"['南北', '满五年', '近地铁']"
